id	primary_sgdid	systematic_name	common_name	common_name_explanation	aliases	description
2470	S000002751	YDR343C	HXT6	HeXose Transporter	hexose transporter HXT6	High-affinity glucose transporter; member of the major facilitator superfamily, nearly identical to Hxt7p, expressed at high basal levels relative to other HXTs, repression of expression by high glucose requires SNF3; HXT6 has a paralog, HXT1, that arose from the whole genome duplication
2471	S000002752	YDR344C				Putative protein of unknown function; conserved among S. cerevisiae strains
2472	S000002753	YDR345C	HXT3	HeXose Transporter	hexose transporter HXT3	Low affinity glucose transporter of the major facilitator superfamily; expression is induced in low or high glucose conditions; HXT3 has a paralog, HXT5, that arose from the whole genome duplication
2473	S000002754	YDR346C	SVF1	SurVival Factor	SGI1	Protein with a potential role in cell survival pathways; required for the diauxic growth shift; expression in mammalian cells increases survival under conditions inducing apoptosis; mutant has increased aneuploidy tolerance
2474	S000002755	YDR347W	MRP1	Mitochondrial Ribosomal Protein	mitochondrial 37S ribosomal protein MRP1|mS43	Mitochondrial ribosomal protein of the small subunit; MRP1 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator, and with PET123, encoding a small subunit mitochondrial ribosomal protein
2475	S000002756	YDR348C	PAL1	Pears And Lemons		Protein of unknown function thought to be involved in endocytosis; physically interacts with Ede1p and is found at endocytic sites at cell periphery during early stages of endocytosis; green fluorescent protein (GFP)-fusion protein localizes to bud neck; potential Cdc28p substrate; similar to S. pombe Pal1 protein; relocalizes from bud neck to cytoplasm upon DNA replication stress; PAL1 has a paralog, YHR097C, that arose from the whole genome duplication
2476	S000002757	YDR349C	YPS7	YaPSin	putative aspartic endopeptidase	Putative GPI-anchored aspartic protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; located in the cytoplasm and endoplasmic reticulum
2477	S000002758	YDR350C	ATP22	ATPase synthase	TCM10	Specific translational activator for the mitochondrial ATP6 mRNA; Atp6p encodes a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane
2478	S000002759	YDR351W	SBE2	Suppressor of BEm4		Protein required for bud growth; involved in transport of cell wall components from the Golgi to the cell surface; SBE2 has a paralog, SBE22, that arose from the whole genome duplication
2479	S000002760	YDR352W	YPQ2	Yeast PQ-loop protein		Putative vacuolar membrane transporter for cationic amino acids; likely contributes to amino acid homeostasis by exporting cationic amino acids from the vacuole; member of the PQ-loop family, with seven transmembrane domains; mutant phenotype is functionally complemented by rat PQLC2 vacuolar transporter
2480	S000002761	YDR353W	TRR1	ThioRedoxin Reductase	thioredoxin-disulfide reductase TRR1	Cytoplasmic thioredoxin reductase; key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase system and protects cells against both oxidative and reductive stress; protein abundance increases in response to DNA replication stress; TRR1 has a paralog, TRR2, that arose from the whole genome duplication
2481	S000002762	YDR354W	TRP4	TRyPtophan	anthranilate phosphoribosyltransferase	Anthranilate phosphoribosyl transferase; transferase of the tryptophan biosynthetic pathway; catalyzes the phosphoribosylation of anthranilate; subject to the general control system of amino acid biosynthesis
2482	S000002763	YDR355C				Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified essential ORF SPC110/YDR356W
2483	S000002764	YDR356W	SPC110	Spindle Pole Component	NUF1|XCM1	Inner plaque spindle pole body (SPB) component; gamma-tubulin small complex (gamma-TuSC) receptor that interacts with Spc98p to recruit the complex to the nuclear side of the SPB, connecting nuclear microtubules to the SPB; promotes gamma-TuSC assembly and oligomerization to initiate microtubule nucleation; interacts with Tub4p-complex and calmodulin; phosphorylated by Mps1p in cell cycle-dependent manner; ortholog of human pericentrin (kendrin)
2484	S000002765	YDR357C	CNL1	CNo-Like	BLC1	Subunit of the BLOC-1 complex involved in endosomal maturation; interacts with Msb3p; null mutant is sensitive to drug inducing secretion of vacuolar cargo; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
2485	S000002766	YDR358W	GGA1	Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein	ubiquitin-binding protein	Golgi-localized protein with homology to gamma-adaptin; interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi; GGA1 has a paralog, GGA2, that arose from the whole genome duplication
2486	S000002767	YDR359C	EAF1	Esa1p-Associated Factor	VID21	Component of the NuA4 histone acetyltransferase complex; acts as a platform for assembly of NuA4 subunits into the native complex; required for initiation of pre-meiotic DNA replication, likely due to its requirement for expression of IME1
2487	S000002768	YDR360W	OPI7	OverProducer of Inositol		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene VID21/YDR359C
2488	S000002769	YDR361C	BCP1		protein-transporting protein BCP1	Essential nuclear chaperone for ribosomal protein Rpl23p; involved in nuclear export of Mss4p; Mss4p is a lipid kinase that generates phosphatidylinositol 4,5-biphosphate and plays a role in actin cytoskeleton organization and vesicular transport
2489	S000002770	YDR362C	TFC6	Transcription Factor C	tau 91|transcription factor TFIIIC subunit TFC6	Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110
2490	S000002771	YDR363W	ESC2	Establishment of Silent Chromatin		Sumo-like domain protein; prevents accumulation of toxic intermediates during replication-associated recombinational repair; roles in silencing, lifespan, chromatid cohesion and the intra-S-phase DNA damage checkpoint; RENi family member
2491	S000002772	YDR364C	CDC40	Cell Division Cycle	PRP17|SLT15|SLU4	Pre-mRNA splicing factor; important for catalytic step II of pre-mRNA splicing and plays a role in cell cycle progression, particularly at the G1/S phase transition; required for DNA synthesis during mitosis and meiosis; has WD repeats; thermosensitivity of the cdc40 null mutant is functionally complemented by a chimeric construct containing the N-terminal 156 amino acids of yeast Cdc40p fused to the C-terminal two thirds (297 amino acids) of human CDC40
2492	S000002773	YDR365C	ESF1	Eighteen S rRNA Factor	pre-rRNA-processing protein ESF1	Nucleolar protein involved in pre-rRNA processing; depletion causes severely decreased 18S rRNA levels
2493	S000002774	YDR366C	MOR1	Mitochondrial mORphology affecting		Putative protein of unknown function
2494	S000002775	YDR367W	KEI1	Kex2-cleavable protein Essential for Inositol phosphorylceramide synthesis		Component of inositol phosphorylceramide (IPC) synthase; forms a complex with Aur1p and regulates its activity; required for IPC synthase complex localization to the Golgi; post-translationally processed by Kex2p; KEI1 is an essential gene
2495	S000002776	YDR368W	YPR1	Yeast Putative Reductase	trifunctional aldehyde reductase/carbonyl reductase (NADPH)/glucose 1-dehydrogenase (NADP(+)) YPR1	NADPH-dependent aldo-keto reductase; reduces multiple substrates including 2-methylbutyraldehyde and D,L-glyceraldehyde, expression is induced by osmotic and oxidative stress; functionally redundant with other aldo-keto reductases; protein abundance increases in response to DNA replication stress; YPR1 has a paralog, GCY1, that arose from the whole genome duplication; human homolog AKR1B1 can complement yeast null mutant
2496	S000002777	YDR369C	XRS2	X-Ray Sensitive		FHA domain-containing component of the Mre11 complex; MRE11-RAD50-XRS2 complex is involved in double strand breaks, meiotic recombination, telomere maintenance, and checkpoint signaling;  FHA domain is required for activation of Tel1p
2497	S000002778	YDR370C	DXO1	Decapping eXOnuclease		mRNA 5'-end-capping quality-control protein; has distributive, 5'-3' exoRNase activity; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; similar to Rai1p
2498	S000002779	YDR371W	CTS2	ChiTinaSe	putative chitinase	Putative chitinase; functionally complements A. gossypii cts2 mutant sporulation defect
2499	S000002780	YDR372C	VPS74	Vacuolar Protein Sorting	API1|MNN3	Golgi PI4K effector, PtdIns4P sensor, and retention receptor; interacts with glycosyltransferases, and in the PtdIns4P-bound state mediates retention of these enzymes in the Golgi; PtdIns4P sensor that limits PI4K signaling and regulates lipid homeostasis, interacting with the catalytic domain of Sac1p, the major PtdIns4P phosphatase, directing dephosphosphorylation of the Golgi pool of PtdIns4P; tetramerization required for function; contributes to telomere function; ortholog of human GOLPH3
2500	S000002781	YDR373W	FRQ1	FReQuenin homolog	frequenin	N-myristoylated calcium-binding protein; may have a role in intracellular signaling through its regulation of the phosphatidylinositol 4-kinase Pik1p; member of the recoverin/frequenin branch of the EF-hand superfamily; human NCS1 functionally complements the heat sensitivity of a frq1 ts mutant
2501	S000002782	YDR374C	PHO92	PHOsphate metabolism	mRNA-binding phosphate metabolism regulator	Posttranscriptional regulator of phosphate and glucose metabolism; facilitates PHO4 mRNA degradation by interacting with Pop2p; regulates PHO4 mRNA stability by binding to PHO4's 3'UTR in a phosphate-dependent manner; contains highly conserved YTH (YT521-B Homology) domain that exhibits RNA-binding activity; human homolog YTHDF2 can complement yeast null mutant
2502	S000002783	YDR375C	BCS1	ubiquinol-cytochrome c reductase (bc1) Synthesis	bifunctional AAA family ATPase chaperone/translocase BCS1	Protein translocase and chaperone required for Complex III assembly; member of the AAA ATPase family; forms a homo-oligomeric complex in the mitochondrial inner membrane that translocates the C-terminal domain of Rip1p from the matrix across the inner membrane and delivers it to an assembly intermediate of respiratory Complex III; also required for assembly of the Qcr10p subunit; mutation is functionally complemented by human homolog BCS1L, linked to neonatal diseases
2503	S000002784	YDR376W	ARH1	Adrenodoxin Reductase Homolog	NADPH-adrenodoxin reductase	Oxidoreductase of the mitochondrial inner membrane; involved in cytoplasmic and mitochondrial iron homeostasis and required for activity of Fe-S cluster-containing enzymes; one of the few mitochondrial proteins essential for viability
2504	S000002785	YDR377W	ATP17	ATP synthase	F1F0 ATP synthase subunit f	Subunit f of the F0 sector of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis
2505	S000002786	YDR378C	LSM6	Like SM	U4/U6-U5 snRNP complex subunit LSM6	Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA
2506	S000002787	YDR379W	RGA2	Rho GTPase Activating Protein	GTPase-activating protein RGA2	GTPase-activating protein for polarity-establishment protein Cdc42p; implicated in control of septin organization, pheromone response, and haploid invasive growth; regulated by Pho85p and Cdc28p; RGA2 has a paralog, RGA1, that arose from the whole genome duplication
2507	S000002788	YDR380W	ARO10	AROmatic amino acid requiring	phenylpyruvate decarboxylase ARO10	Phenylpyruvate decarboxylase; catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde, which is the first specific step in the Ehrlich pathway; involved in protein N-terminal Met and Ala catabolism
