orf::batch:tagtype	Gene	T0	30C_T1	30C_T2	30C_T3	30C_T4	30C_T5	37C_T1	37C_T2	37C_T3	37C_T4	37C_T5	30C_RAPA_T1	30C_RAPA_T2	30C_RAPA_T3	Description	feature_qualifier	GO_process	GO_function	GO_component	essential_gene	zygosity
YJL019W::chr00_13:uptag	MPS3	445.2	608	600.6	536.6	716.2	627.2	523.6	652	483.8	609.8	261.2	526	624.8	123.6	Essential integral membrane protein required for spindle pole body duplication and for nuclear fusion, localizes to the spindle pole body half bridge, interacts with DnaJ-like chaperone Jem1p and with centrin homolog Cdc31p	Verified	mitotic sister chromatid cohesion*	molecular function unknown	integral to membrane*	yes	het
YJL019W::chr00_22:downtag	MPS3	43.4	49.6	58.2	45.2	40.2	56.8	49.6	47.2	53.4	44.6	52.6	48.2	48.2	36.8	Essential integral membrane protein required for spindle pole body duplication and for nuclear fusion, localizes to the spindle pole body half bridge, interacts with DnaJ-like chaperone Jem1p and with centrin homolog Cdc31p	Verified	mitotic sister chromatid cohesion*	molecular function unknown	integral to membrane*	yes	hom
YJL019W::chr00_22:uptag	MPS3	42	51	57.4	43.6	41	59.8	48.2	45.8	51.4	45	46.2	42.6	48.4	34.4	Essential integral membrane protein required for spindle pole body duplication and for nuclear fusion, localizes to the spindle pole body half bridge, interacts with DnaJ-like chaperone Jem1p and with centrin homolog Cdc31p	Verified	mitotic sister chromatid cohesion*	molecular function unknown	integral to membrane*	yes	hom
YJL020C::chr00_13:downtag	BBC1	4282.8	5424	4668.2	4233	3796.2	3735.8	2259	1637	1038.8	434.8	697.8	3949.6	3893.8	457.2	Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches	Verified	actin cytoskeleton organization and biogenesis	myosin I binding	actin cortical patch	no	hom
YJL020C::chr00_13:uptag	BBC1	1087.6	1760.2	1338.8	1005.6	1136.25	522.4	366.4	261.2	189.6	59	120.2	863.2	653.2	77.4	Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches	Verified	actin cytoskeleton organization and biogenesis	myosin I binding	actin cortical patch	no	hom
YJL020C::chr00_22:downtag	BBC1	46.4	46.8	61.2	42.4	43	55.8	49.6	43.4	47.4	43	48.4	41.8	43.2	33.4	Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches	Verified	actin cytoskeleton organization and biogenesis	myosin I binding	actin cortical patch	no	hom
YJL020C::chr00_22:uptag	BBC1	36	40.4	49.8	38.2	37.8	48	40.6	37.8	39.6	38.2	43.6	35.6	36.8	33.2	Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches	Verified	actin cytoskeleton organization and biogenesis	myosin I binding	actin cortical patch	no	hom
YJL021C::chr00_13:downtag	BBC1_p	3686.8	5002.6	4088.8	3232.8	3423.2	3371.2	2167.2	2354.6	2036.4	1264.2	973.4	3327.4	2986.8	512.6	Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches	Verified	actin cytoskeleton organization and biogenesis	myosin I binding	actin cortical patch	no	hom
YJL021C::chr00_13:uptag	BBC1_p	2128.2	2803.2	2304.4	2033.2	2343.4	1597.6	1102.2	1165.6	844.6	902	515.6	1712.4	1760.2	34.6	Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches	Verified	actin cytoskeleton organization and biogenesis	myosin I binding	actin cortical patch	no	hom
YJL022W::chr00_13:downtag	YJL022W	2127	2815.8	2317.6	1666.4	1793.2	1526.6	2394	2426	2389.6	1966.4	1818.8	2304	3067.4	2287.8		Dubious				no	hom
YJL022W::chr00_13:uptag	YJL022W	990.6	1390	1010.6	545.8	790.2	414.4	1230.4	1208.6	1057.8	1043.8	1008.2	1162.4	1978.4	114		Dubious				no	hom
YJL023C::chr00_13:downtag	PET130	3770.6	4035.4	1800.8	426.4	117.4	333.8	2946	2767	1318.8	902.2	416.4	4169.2	5118	2448.6	Protein required for respiratory growth; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	Verified	biological process unknown	molecular function unknown	mitochondrion	no	hom
YJL023C::chr00_13:uptag	PET130	1174	1082	458.2	176.4	84.4	73.2	892.2	582.8	214.2	310.8	152	1757.2	2576.8	398	Protein required for respiratory growth; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	Verified	biological process unknown	molecular function unknown	mitochondrion	no	hom
YJL024C::chr00_13:downtag	APS3	2279.2	2454.2	1462	740.8	276	282.6	2371.4	2267	2088.4	1227.8	1073.4	950	635.6	37.2	Small subunit of the clathrin-associated adaptor complex AP-3, which is involved in vacuolar protein sorting; related to the sigma subunit of the mammalian clathrin AP-3 complex; suppressor of loss of casein kinase 1 function	Verified	vesicle-mediated transport*	molecular function unknown	AP-3 adaptor complex	no	hom
YJL024C::chr00_13:uptag	APS3	425.4	390.4	251.6	125.4	122.8	78.6	353.8	323.4	262.6	265.2	183.4	230.4	163.8	34.2	Small subunit of the clathrin-associated adaptor complex AP-3, which is involved in vacuolar protein sorting; related to the sigma subunit of the mammalian clathrin AP-3 complex; suppressor of loss of casein kinase 1 function	Verified	vesicle-mediated transport*	molecular function unknown	AP-3 adaptor complex	no	hom
YJL025W::chr00_13:downtag	RRN7	611.4	1484	1122.4	1247.6	411	1000	1423	1103.8	935.2	1308.6	505.8	933	611.4	390.4	Protein involved in the transcription of 35S rRNA genes by RNA polymerase I; component of the core factor (CF) complex also composed of Rrn11p, Rrn6p and TATA-binding protein	Verified	transcription from RNA polymerase I promoter	RNA polymerase I transcription factor activity	RNA polymerase I transcription factor complex	yes	het
YJL025W::chr00_13:uptag	RRN7	132.8	193.8	159.8	149.4	134	152.2	169.4	142.6	138	144	100	126.2	156.2	92.6	Protein involved in the transcription of 35S rRNA genes by RNA polymerase I; component of the core factor (CF) complex also composed of Rrn11p, Rrn6p and TATA-binding protein	Verified	transcription from RNA polymerase I promoter	RNA polymerase I transcription factor activity	RNA polymerase I transcription factor complex	yes	het
YJL026W::chr00_13:downtag	RNR2	1379.2	2218.8	1823	1395.4	1263.2	1284.6	1792.8	2015.6	1695.8	1450.4	716	1730.8	1876.2	1062.2	Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits	Verified	DNA replication	ribonucleoside-diphosphate reductase activity	cytoplasm*	yes	het
YJL026W::chr00_13:uptag	RNR2	62.8	77.2	81.2	59	70.75	76.6	72.4	70.8	70.8	71.2	57.2	59.8	60.8	46.6	Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits	Verified	DNA replication	ribonucleoside-diphosphate reductase activity	cytoplasm*	yes	het
YJL027C::chr00_13:downtag	YJL027C	3254.6	4621	4281.4	3505	3084.6	3424.2	4162.8	4244	4275.4	3455.8	2492.4	3145.6	3111.2	44.8		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YJL027C::chr00_13:uptag	YJL027C	174.2	259.4	218.6	196.4	220.8	211.8	234.5	241	219.8	218.2	134.4	162.4	190.8	44.6		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YJL028W::chr00_13:downtag	YJL028W	2850.2	4543.2	3885	3340.4	3093.2	3291.2	3577.6	4081.4	3796.4	3450.6	3198.4	3228	3277.8	1500.6		Verified	biological process unknown	molecular function unknown	ribosome	no	hom
YJL028W::chr00_13:uptag	YJL028W	40.2	48.8	54.6	44.8	38.6	53.8	42.6	45.2	44.2	43.6	45	42.6	44	35.4		Verified	biological process unknown	molecular function unknown	ribosome	no	hom
YJL029C::chr00_13:downtag	VPS53	576.8	274.4	169	44.8	40	58.4	54.6	47	42.6	45.6	52.6	497	49.4	36.2	Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; required for vacuolar protein sorting	Verified	Golgi to vacuole transport*	protein binding	cytoplasm*	no	hom
YJL029C::chr00_13:uptag	VPS53	43.6	49.4	61.2	40.4	41.2	56.2	45.8	40.6	46.6	43.2	47.8	40.6	46.8	36.8	Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; required for vacuolar protein sorting	Verified	Golgi to vacuole transport*	protein binding	cytoplasm*	no	hom
YJL030W::chr10_2:downtag	MAD2	2905.2	3928	3675.6	2435	2171.4	2799.4	3434.4	3657.6	2904.2	2104.8	1783.2	3172.2	2685.8	36.4	Component of the spindle-assembly checkpoint complex, which delays the onset of anaphase in cells with defects in mitotic spindle assembly; forms a complex with Mad1p	Verified	mitotic spindle checkpoint*	molecular function unknown	nuclear pore*	no	hom
YJL030W::chr10_2:uptag	MAD2	892	1209.2	1040.2	921.6	1177.6	802.6	1086	1205.4	709.4	638.4	566.2	1040	759.4	110.8	Component of the spindle-assembly checkpoint complex, which delays the onset of anaphase in cells with defects in mitotic spindle assembly; forms a complex with Mad1p	Verified	mitotic spindle checkpoint*	molecular function unknown	nuclear pore*	no	hom
YJL031C::chr10_2:downtag	BET4	2159.2	3990.4	2941.4	2880	2012.4	2554	3099.4	3211.8	3587	2709.4	1311.4	2682.4	1772.6	1087.6	Alpha subunit of Type II geranylgeranyltransferase required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p	Verified	protein amino acid geranylgeranylation	Rab-protein geranylgeranyltransferase activity	Rab-protein geranylgeranyltransferase complex	yes	het
YJL031C::chr10_2:uptag	BET4	49.4	53.2	74.6	96.6	43.25	60.4	86.6	102.6	56.2	61.2	60.6	45.2	57	35.4	Alpha subunit of Type II geranylgeranyltransferase required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p	Verified	protein amino acid geranylgeranylation	Rab-protein geranylgeranyltransferase activity	Rab-protein geranylgeranyltransferase complex	yes	het
YJL032W::chr10_2:downtag	YJL032W	2601.2	3513.8	3228.4	2836.8	2277.2	3053.2	3065.6	3539.6	3616.8	2853.8	1752.8	3260.4	3249.6	1978.2		Dubious				yes	het
YJL032W::chr10_2:uptag	YJL032W	1660.8	2410.4	1944.8	1812.8	2484.2	1646.2	1910.6	2026.8	1886.6	2097.6	1166.4	1627.8	2279.2	1160.4		Dubious				yes	het
YJL033W::chr10_2:downtag	HCA4	1981.4	3305.4	3122	2233.4	1937.2	2248.4	2761	3129.6	2939	2560.2	1500	2378.2	2108.2	1601.8	Putative nucleolar DEAD box RNA helicase; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis	Verified	ribosome biogenesis and assembly*	ATP-dependent RNA helicase activity	nucleolus	yes	het
YJL033W::chr10_2:uptag	HCA4	1310.4	1902.6	1692.6	1759	1635.4	1379.4	1480	1580.4	1511.2	1677.6	861.6	1460.4	1637.6	804.6	Putative nucleolar DEAD box RNA helicase; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis	Verified	ribosome biogenesis and assembly*	ATP-dependent RNA helicase activity	nucleolus	yes	het
YJL034W::chr10_2:downtag	KAR2	2753.6	3900.4	3550.6	3235.2	2540.6	3289.8	3562.2	3546.4	3548.6	3106.2	1821.6	3386.6	3582	2289	ATPase involved in protein import into the ER, also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p	Verified	ER-associated protein catabolic process*	ATPase activity*	endoplasmic reticulum	yes	het
YJL034W::chr10_2:uptag	KAR2	602	769	826.2	881	1083	677.2	1032.8	1194.6	614.2	1087.8	441.6	890.2	1209.6	529.8	ATPase involved in protein import into the ER, also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p	Verified	ER-associated protein catabolic process*	ATPase activity*	endoplasmic reticulum	yes	het
YJL035C::chr10_2:downtag	TAD2	37.2	45.8	54.2	42.2	39.8	62.2	43	52.8	42.4	37.4	47.4	45.8	42.8	34.4	Subunit of tRNA-specific adenosine-34 deaminase, forms a heterodimer with Tad3p that converts adenosine to inosine at the wobble position of several tRNAs	Verified	tRNA modification	tRNA specific adenosine deaminase activity	cytoplasm*	yes	het
YJL035C::chr10_2:uptag	TAD2	1250.2	1560.8	1350.75	1410.6	1420.8	1293.2	1313	1397.6	1231.2	1315.4	690.8	1348.2	1364.2	399.2	Subunit of tRNA-specific adenosine-34 deaminase, forms a heterodimer with Tad3p that converts adenosine to inosine at the wobble position of several tRNAs	Verified	tRNA modification	tRNA specific adenosine deaminase activity	cytoplasm*	yes	het
YJL036W::chr10_2:downtag	SNX4	1715.6	2551.2	2274.8	1349	1546.6	1786.6	2299.6	2446.8	2487.4	1928.4	1404.2	1477.8	718	105.8	Sorting nexin, involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network and in cytoplasm to vacuole transport; contains a PX domain; forms complex with Snx41p and Atg20p	Verified	protein targeting to vacuole	phosphatidylinositol 3-phosphate binding*	cytoplasm*	no	hom
YJL036W::chr10_2:uptag	SNX4	215.6	343.8	289.25	245.8	435	246.2	314	353.2	341.2	309.5	183	255	154	39	Sorting nexin, involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network and in cytoplasm to vacuole transport; contains a PX domain; forms complex with Snx41p and Atg20p	Verified	protein targeting to vacuole	phosphatidylinositol 3-phosphate binding*	cytoplasm*	no	hom
YJL037W::chr10_2:downtag	IRC18	665.6	1330	1107.6	797.2	879	761.6	1063.4	1061	1109	856	580.4	662.4	824.6	34	Putative protein of unknown function; expression induced in respiratory-deficient petite cells, in carbon-limited chemostat cultures, during meiosis, sporulation and after alpha factor treatment; similar to adjacent ORF, YJL038C; null mutant displays incr	Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YJL037W::chr10_2:uptag	IRC18	517.4	785.6	674.2	559	900.6	767.2	882.8	1093.4	873.2	932.2	348	749.6	381.2	35.6	Putative protein of unknown function; expression induced in respiratory-deficient petite cells, in carbon-limited chemostat cultures, during meiosis, sporulation and after alpha factor treatment; similar to adjacent ORF, YJL038C; null mutant displays incr	Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YJL038C::chr10_2:downtag	YJL038C	1143.4	1938.6	1519.6	1203.2	844	1286.4	1493.6	1561.8	1554.2	1183.2	775.6	906	859.8	135.8		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YJL038C::chr10_2:uptag	YJL038C	207.8	277.4	263.2	264.25	352.8	249.4	249.6	291.4	234	259.8	176.6	213.6	255.6	40.8		Uncharacterized	biological process unknown	molecular function unknown	cellular component unknown	no	hom
YJL039C::chr10_2:downtag	NUP192	1393	2305	1872.6	1825	1186.6	1440.2	1719	2375	1880.8	1734.4	777	1925.4	1437.4	883.8	Essential structural subunit of the nuclear pore complex (NPC), localizes to the nuclear periphery of nuclear pores, homologous to human p205	Verified	nuclear pore organization and biogenesis	structural constituent of nuclear pore	nuclear pore	yes	het
YJL039C::chr10_2:uptag	NUP192	206.8	274.8	245.2	230.8	276.4	188.8	293.8	385.4	215	302.6	113	217.6	211.6	120.8	Essential structural subunit of the nuclear pore complex (NPC), localizes to the nuclear periphery of nuclear pores, homologous to human p205	Verified	nuclear pore organization and biogenesis	structural constituent of nuclear pore	nuclear pore	yes	het
YJL041W::chr00_15:downtag	NSP1	2090	2835.2	2380	2142.4	1606.8	2076	2371	2615.6	2360	2180.4	1291.4	2170.2	2454.8	1703.6	Essential component of the nuclear pore complex, which mediates nuclear import and export	Verified	mRNA export from nucleus*	structural molecule activity	nuclear pore	yes	het
YJL041W::chr00_15:uptag	NSP1	86	110.2	105.8	76	106.4	85.2	120	123.4	90	122.6	62.8	79.6	83.2	58.6	Essential component of the nuclear pore complex, which mediates nuclear import and export	Verified	mRNA export from nucleus*	structural molecule activity	nuclear pore	yes	het
YJL042W::chr00_15:downtag	MHP1	2696.4	3773.8	3338	2972	2819.4	2782.8	3270.2	3683.2	3362	2926.8	2200.2	2421.8	2927.2	33.6	Microtubule-associated protein involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to Drosophila protein MAP and to mammalian MAP4 proteins	Verified	cell wall organization and biogenesis*	structural constituent of cytoskeleton	microtubule	no	hom
